cik,filingyear,filingdate,reportingdate,rfdtitle
4962,2011,02/28/2011,12/31/1991,ANALYSIS OF THE ALLOWANCE FOR LOAN LOSSES
4962,2011,02/28/2011,12/31/1991,Cardmember loans
4962,2011,02/28/2011,12/31/1991,Allowance for loan losses at beginning of year  U.S. loans
4962,2011,02/28/2011,12/31/1991,Total allowance for losses  beginning of year
4962,2011,02/28/2011,12/31/1991,Cardmember lending provisions(a)
4962,2011,02/28/2011,12/31/1991,Total cardmember lending provisions
4962,2011,02/28/2011,12/31/1991,Total write-offs
4962,2011,02/28/2011,12/31/1991,Total recoveries
4962,2011,02/28/2011,12/31/1991,Net write-offs(b)(c)
4962,2011,02/28/2011,12/31/1991,Total other
4962,2011,02/28/2011,12/31/1991,Allowance for loan losses at end of year
4962,2011,02/28/2011,12/31/1991,Total allowance for losses
4962,2011,02/28/2011,12/31/1991,Net write-offs / average cardmember loans outstanding(b)(c)(e)
4962,2011,02/28/2011,12/31/1991,Other loans
4962,2011,02/28/2011,12/31/1991,Allowance for loan losses at beginning of year
4962,2011,02/28/2011,12/31/1991,Provisions for other loan losses(a)
4962,2011,02/28/2011,12/31/1991,Total provisions for other loan losses
4962,2011,02/28/2011,12/31/1991,Net write-offs
4962,2011,02/28/2011,12/31/1991,Net write-offs/average other loans outstanding(c)
4962,2011,02/28/2011,12/31/1991,Allowance for losses at beginning of year
4962,2011,02/28/2011,12/31/1991,U.S. receivables
4962,2011,02/28/2011,12/31/1991,Total U.S. receivables
4962,2011,02/28/2011,12/31/1991,Non-U.S.receivables
4962,2011,02/28/2011,12/31/1991,Totalnon-U.S.receivables
4962,2011,02/28/2011,12/31/1991,Provisions for losses(a)
4962,2011,02/28/2011,12/31/1991,Total U.S. provisions
4962,2011,02/28/2011,12/31/1991,Totalnon-U.S.provisions
4962,2011,02/28/2011,12/31/1991,Total provisions for losses
4962,2011,02/28/2011,12/31/1991,Total U.S. write-offs
4962,2011,02/28/2011,12/31/1991,Totalnon-U.S.write-offs
4962,2011,02/28/2011,12/31/1991,Total U.S. recoveries
4962,2011,02/28/2011,12/31/1991,Totalnon-U.S.recoveries
4962,2011,02/28/2011,12/31/1991,Net write-offs(b)
4962,2011,02/28/2011,12/31/1991,Total U.S. other
4962,2011,02/28/2011,12/31/1991,Totalnon-U.S.other
4962,2011,02/28/2011,12/31/1991,Allowance for losses at end of year
4962,2011,02/28/2011,12/31/1991,Net write-offs / average cardmember receivables outstanding(d)
4962,2011,02/28/2011,12/31/1991,Net loss ratio as a percentage of charge volume(e)
4962,2011,02/28/2011,12/31/1991,ALLOCATION OF ALLOWANCE FOR LOSSES
4962,2011,02/28/2011,12/31/1991,"December 31,"
4962,2011,02/28/2011,12/31/1991,receivables
4962,2011,02/28/2011,12/31/1991,Allowance for
4962,2011,02/28/2011,12/31/1991,losses at end of year
4962,2011,02/28/2011,12/31/1991,applicable to
4962,2011,02/28/2011,12/31/1991,CUSTOMER DEPOSITS
4962,2011,02/28/2011,12/31/1991,U.S. customer deposits
4962,2011,02/28/2011,12/31/1991,Total U.S. customer deposits
4962,2011,02/28/2011,12/31/1991,Non-U.S.customer deposits(c)
4962,2011,02/28/2011,12/31/1991,TotalNon-U.S.customer deposits
4962,2011,02/28/2011,12/31/1991,Total customer deposits
4962,2011,02/28/2011,12/31/1991,"TIME CERTIFICATES OF DEPOSIT OF $100,000 OR MORE"
4962,2011,02/28/2011,12/31/1991,"By remaining maturity as of December 31, 2010"
4962,2011,02/28/2011,12/31/1991,Over 3 months
4962,2011,02/28/2011,12/31/1991,Over 6 months
4962,2011,02/28/2011,12/31/1991,RETURN ON EQUITY AND ASSETS
4962,2011,02/28/2011,12/31/1991,"Years Ended December 31,"
4962,2011,02/28/2011,12/31/1991,"(Millions, except percentages and per share amounts)"
4962,2011,02/28/2011,12/31/1991,SHORT-TERM BORROWINGS
4962,2011,02/28/2011,12/31/1991,Commercial paper
4962,2011,02/28/2011,12/31/1991,Federal funds purchased and securities sold under repurchase agreements(b)
4962,2011,02/28/2011,12/31/1991,Other short-term borrowings
4962,2011,02/28/2011,12/31/1991,RISK FACTORS
4962,2011,02/28/2011,12/31/1991,Current Economic and Political Risks
4962,2011,02/28/2011,12/31/1991,"Difficult conditions in the global capital markets and economy generally, as well as political conditions in the United States and elsewhere, may materially adversely affect our business and results of operations."
4962,2011,02/28/2011,12/31/1991,"Adverse capital and credit market conditions may significantly affect our ability to meet liquidity needs, access to capital and cost of capital."
4962,2011,02/28/2011,12/31/1991,We can be adversely affected by the impairment of other financial institutions.
4962,2011,02/28/2011,12/31/1991,"Any reduction in the Companys and its subsidiaries credit ratings could increase the cost of our funding from, and restrict our access to, the capital markets and have a material adverse effect on our results of operations and financial condition."
4962,2011,02/28/2011,12/31/1991,Adverse currency fluctuations and foreign exchange controls could decrease revenue we receive from our international operations.
4962,2011,02/28/2011,12/31/1991,Legal and Regulatory Risks
4962,2011,02/28/2011,12/31/1991,"Ongoing legal proceedings regarding the Companys anti-steering and surcharging-related contractual provisions could require changes to those provisions that could result in a material loss of revenue or increased expenses, substantial monetary judgments and/or damage to the Companys global reputation and brand."
4962,2011,02/28/2011,12/31/1991,"The Dodd-Frank Wall Street Reform and Consumer Protection Act may have a significant adverse impact on our business, results of operations and financial condition."
4962,2011,02/28/2011,12/31/1991,"Banks, card issuers and card network operators generally are the subject of increasing global regulatory"
4962,2011,02/28/2011,12/31/1991,"focus, which may impose costly new compliance burdens on our Company and lead to decreased transaction volumes and revenues through our network."
4962,2011,02/28/2011,12/31/1991,The Credit Card Accountability Responsibility and Disclosure Act of 2009 will significantly impact our business practices and could have a material adverse effect on our results of operations.
4962,2011,02/28/2011,12/31/1991,Our business is subject to significant and extensive government regulation and supervision which could adversely affect our results of operations and financial condition.
4962,2011,02/28/2011,12/31/1991,"We are subject to capital adequacy guidelines and, if we fail to meet these guidelines, our financial condition would be adversely affected."
4962,2011,02/28/2011,12/31/1991,We are subject to restrictions that limit our ability to pay dividends and repurchase our capital stock.
4962,2011,02/28/2011,12/31/1991,"Banks, card issuers and card network operators generally are the subject of increasing global regulatory focus, which may impose costly new compliance burdens on our Company and lead to decreased transaction volumes and revenues through our network."
4962,2011,02/28/2011,12/31/1991,"If we are not able to protect our intellectual property, and invest successfully in, and compete at the leading edge of, technological developments across all our businesses, our revenue and profitability could be negatively affected."
4962,2011,02/28/2011,12/31/1991,Regulation in the areas of privacy and data security could increase our costs and decrease the number of charge and credit Cards issued.
4962,2011,02/28/2011,12/31/1991,"Our success is dependent, in part, upon our executive officers and other key personnel, and the loss of key personnel could materially adversely affect our business."
4962,2011,02/28/2011,12/31/1991,"Litigation and regulatory actions could subject us to significant fines, penalties, judgments and/or requirements resulting in increased expenses."
4962,2011,02/28/2011,12/31/1991,Business Risks
4962,2011,02/28/2011,12/31/1991,Our operating results may suffer because of substantial and increasingly intense competition worldwide in the payments industry.
4962,2011,02/28/2011,12/31/1991,We face increasingly intense competitive pressure that may impact the prices we charge merchants who accept our Cards for payment for goods and services.
4962,2011,02/28/2011,12/31/1991,"We may not be successful in our efforts to promote Card usage through our marketing, promotion and rewards programs or to effectively control the costs of such programs, both of which may impact our profitability."
4962,2011,02/28/2011,12/31/1991,"Our brand and reputation are key assets of our Company, and our business may be affected by how we are perceived in the marketplace."
4962,2011,02/28/2011,12/31/1991,We may not be successful in realizing the benefits associated with our acquisitions and investment activity.
4962,2011,02/28/2011,12/31/1991,An increase in account data breaches and fraudulent activity using our Cards could lead to reputational damage to our brand and could reduce the use and acceptance of our charge and credit Cards.
4962,2011,02/28/2011,12/31/1991,"We have agreements with business partners in a variety of industries, including the airline industry, that represent a significant portion of our business. We are exposed to risks associated with these industries, including bankruptcies, restructurings, consolidations and alliances of our partners, and the possible obligation to make payments to our partners."
4962,2011,02/28/2011,12/31/1991,"Our reengineering and other cost control initiatives may not prove successful, and we may not realize all or a significant portion of the benefits we intended."
4962,2011,02/28/2011,12/31/1991,Our risk management policies and procedures may not be effective.
4962,2011,02/28/2011,12/31/1991,An inability to accept or maintain deposits due to market demand or regulatory constraints could materially adversely affect our liquidity position and our ability to fund our business.
4962,2011,02/28/2011,12/31/1991,"If our global network systems are disrupted or we are unable to process transactions efficiently or at all, our revenue and profitability would be materially reduced."
4962,2011,02/28/2011,12/31/1991,We rely on third-party providers of various computer systems and other services integral to the operations of our businesses. These third parties may act in ways that could harm our business.
4962,2011,02/28/2011,12/31/1991,Our business is subject to the effects of weather and natural disasters.
4962,2011,02/28/2011,12/31/1991,Special Note About Forward-Looking Statements
4962,2011,02/28/2011,12/31/1991,UNRESOLVED STAFF COMMENTS
4962,2011,02/28/2011,12/31/1991,LEGAL PROCEEDINGS
4962,2011,02/28/2011,12/31/1991,Corporate Matters
4962,2011,02/28/2011,12/31/1991,"Brozovich v. American Express Co., Kenneth I. Chenault and Daniel T. Henry"
4962,2011,02/28/2011,12/31/1991,"Baydale v. American Express Co., Kenneth I. Chenault and Daniel Henry"
4962,2011,02/28/2011,12/31/1991,"City of Tallahassee Retirement System v. Akerson et al.,"
4962,2011,02/28/2011,12/31/1991,"Obester v. American Express Company, et al."
4962,2011,02/28/2011,12/31/1991,"Tang v. American Express Company, et al."
4962,2011,02/28/2011,12/31/1991,Miner v. American Express Company et al.
4962,2011,02/28/2011,12/31/1991,DiLorenzo v. American Express Company et al.
4962,2011,02/28/2011,12/31/1991,In re American Express ERISA Litigation.
4962,2011,02/28/2011,12/31/1991,Kaufman v. American Express Travel Related Services
4962,2011,02/28/2011,12/31/1991,Goodman v. American Express
4962,2011,02/28/2011,12/31/1991,Travel Related Services
4962,2011,02/28/2011,12/31/1991,Jarratt v. American Express Company
4962,2011,02/28/2011,12/31/1991,In re American Express Company Securities Litigation.
4962,2011,02/28/2011,12/31/1991,U.S. Card Services and Global Merchant Services Matters
4962,2011,02/28/2011,12/31/1991,Merchant Cases
4962,2011,02/28/2011,12/31/1991,In re American Express Merchants Litigation.
4962,2011,02/28/2011,12/31/1991,The Marcus Corporation v. American Express Company et al.
4962,2011,02/28/2011,12/31/1991,Hayama Inc. v. American Express Company et al.
4962,2011,02/28/2011,12/31/1991,In re American Express Merchants Litigation
4962,2011,02/28/2011,12/31/1991,"Greenporter LLC and Bar Hama LLC, on behalf of themselves and all others similarly situated v. American Express Company and American Express Travel Related Services Company, Inc."
4962,2011,02/28/2011,12/31/1991,Greenporter
4962,2011,02/28/2011,12/31/1991,In re American Express Anti-Steering Rules Antitrust Litigation
4962,2011,02/28/2011,12/31/1991,National Supermarkets Association v. American Express and American Express Travel Related Services
4962,2011,02/28/2011,12/31/1991,Il Forno v. American Express Centurion Bank
4962,2011,02/28/2011,12/31/1991,"In re American Express Anti-Steering Rules Antitrust Litigation,"
4962,2011,02/28/2011,12/31/1991,Other Cases
4962,2011,02/28/2011,12/31/1991,Meeks v. American Express Centurion Bank
4962,2011,02/28/2011,12/31/1991,Mesi v. American Express Centurion Bank
4962,2011,02/28/2011,12/31/1991,"Lopez, et al. v. American Express Bank, FSB and American Express Centurion Bank"
4962,2011,02/28/2011,12/31/1991,AT&T Mobility v. Concepcion
4962,2011,02/28/2011,12/31/1991,"Hoffman, et al. v. American Express Travel Related Services Company, et al."
4962,2011,02/28/2011,12/31/1991,Law Enforcement Systems v. American Express et al.
4962,2011,02/28/2011,12/31/1991,Law Enforcement Systems
4962,2011,02/28/2011,12/31/1991,"Kass v. American Express Card Services, Inc., American Express Company and American Express Travel Related Services"
4962,2011,02/28/2011,12/31/1991,Homa v. American Express Company et al.
4962,2011,02/28/2011,12/31/1991,"Pagsolingan v. American Express Company, et al."
4962,2011,02/28/2011,12/31/1991,Pagsolingan
4962,2011,02/28/2011,12/31/1991,"Ross, et al. v. American Express Company, American Express Travel Related Services and American Express Centurion Bank"
4962,2011,02/28/2011,12/31/1991,In re Currency Conversion Antitrust Litigation
4962,2011,02/28/2011,12/31/1991,International Matters
4962,2011,02/28/2011,12/31/1991,Sylvan Adams v. Amex Bank of Canada
4962,2011,02/28/2011,12/31/1991,Marcotte v. Bank of Montreal et al.
4962,2011,02/28/2011,12/31/1991,Option Consommateurs and Benoit Fortin v. Amex Bank of Canada
4962,2011,02/28/2011,12/31/1991,Option Consommateurs and Joel-Christian St-Pierre v. Bank of Montreal et al
4962,2011,02/28/2011,12/31/1991,Option Consommateurs and Marylou Corriveau v. Amex Bank of Canada et al.
4962,2011,02/28/2011,12/31/1991,Option Consommateurs and Serge Lamoureux v. Amex Bank of Canada et al.
4962,2011,02/28/2011,12/31/1991,"MARKET FOR REGISTRANTS COMMON EQUITY, RELATED STOCKHOLDER MATTERS AND ISSUER PURCHASES OF EQUITY SECURITIES"
4962,2011,02/28/2011,12/31/1991,(c) ISSUER PURCHASES OF SECURITIES
4962,2011,02/28/2011,12/31/1991,Total Number
4962,2011,02/28/2011,12/31/1991,of Shares that
4962,2011,02/28/2011,12/31/1991,Purchased as
4962,2011,02/28/2011,12/31/1991,Part of Publicly
4962,2011,02/28/2011,12/31/1991,Purchased Under
4962,2011,02/28/2011,12/31/1991,Average Price
4962,2011,02/28/2011,12/31/1991,Announced Plans
4962,2011,02/28/2011,12/31/1991,Paid Per Share
4962,2011,02/28/2011,12/31/1991,or Programs(3)
4962,2011,02/28/2011,12/31/1991,SELECTED FINANCIAL DATA
4962,2011,02/28/2011,12/31/1991,MANAGEMENTS DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS
4962,2011,02/28/2011,12/31/1991,QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK
4962,2011,02/28/2011,12/31/1991,FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA
4962,2011,02/28/2011,12/31/1991,CHANGES IN AND DISAGREEMENTS WITH ACCOUNTANTS ON ACCOUNTING AND FINANCIAL DISCLOSURE
4962,2011,02/28/2011,12/31/1991,CONTROLS AND PROCEDURES
4962,2011,02/28/2011,12/31/1991,OTHER INFORMATION
4962,2011,02/28/2011,12/31/1991,"ITEMS 10, 11, 12 and 13."
4962,2011,02/28/2011,12/31/1991,"DIRECTORS, EXECUTIVE OFFICERS AND CORPORATE GOVERNANCE; EXECUTIVE COMPENSATION; SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT AND RELATED STOCKHOLDER MATTERS; CERTAIN RELATIONSHIPS AND RELATED TRANSACTIONS, AND DIRECTOR INDEPENDENCE"
4962,2011,02/28/2011,12/31/1991,PRINCIPAL ACCOUNTING FEES AND SERVICES
4962,2011,02/28/2011,12/31/1991,"EXHIBITS, FINANCIAL STATEMENT SCHEDULES"
4962,2011,02/28/2011,12/31/1991,Financial Statements
4962,2011,02/28/2011,12/31/1991,Financial Statement Schedules
4962,2011,02/28/2011,12/31/1991,Daniel T. Henry
4962,2011,02/28/2011,12/31/1991,Executive Vice President and
4962,2011,02/28/2011,12/31/1991,Chief Financial Officer
4962,2011,02/28/2011,12/31/1991,"Kenneth I. ChenaultChairman, Chief Executive Officer andDirector"
4962,2011,02/28/2011,12/31/1991,Jan LeschlyDirector
4962,2011,02/28/2011,12/31/1991,Daniel T. HenryExecutive Vice President andChief Financial Officer
4962,2011,02/28/2011,12/31/1991,Richard C. LevinDirector
4962,2011,02/28/2011,12/31/1991,Joan C. AmbleExecutive Vice President andComptroller
4962,2011,02/28/2011,12/31/1991,Richard A. McGinnDirector
4962,2011,02/28/2011,12/31/1991,Daniel F. AkersonDirector
4962,2011,02/28/2011,12/31/1991,Edward D. MillerDirector
4962,2011,02/28/2011,12/31/1991,Charlene BarshefskyDirector
4962,2011,02/28/2011,12/31/1991,Steven S ReinemundDirector
4962,2011,02/28/2011,12/31/1991,Ursula M. BurnsDirector
4962,2011,02/28/2011,12/31/1991,Robert D. WalterDirector
4962,2011,02/28/2011,12/31/1991,Peter CherninDirector
4962,2011,02/28/2011,12/31/1991,Ronald A. WilliamsDirector
4962,2011,02/28/2011,12/31/1991,Theodore J. LeonsisDirector
4962,2011,02/28/2011,12/31/1991,AMERICAN EXPRESS COMPANYINDEX TO FINANCIAL STATEMENTS(Items 15(a)(1) and 15(a)(2) ofForm 10-K)
4962,2011,02/28/2011,12/31/1991,Annual Report
4962,2011,02/28/2011,12/31/1991,to Shareholders
4962,2011,02/28/2011,12/31/1991,Exhibit 23.1
4962,2011,02/28/2011,12/31/1991,CONSENT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM
4962,2011,02/28/2011,12/31/1991,EXHIBIT INDEX
4962,2011,02/28/2011,12/31/1991,"UNITED STATES SECURITIES AND EXCHANGE COMMISSIONWashington, D.C. 20549"
4962,2011,02/28/2011,12/31/1991,ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF
4962,2011,02/28/2011,12/31/1991,THE SECURITIES EXCHANGE ACT OF 1934
4962,2011,02/28/2011,12/31/1991,"For the fiscal year ended December 31, 2010"
4962,2011,02/28/2011,12/31/1991,Commission File No. 1-7657
4962,2011,02/28/2011,12/31/1991,American Express Company
4962,2011,02/28/2011,12/31/1991,(Exact name of Company as specified in charter)
4962,2011,02/28/2011,12/31/1991,Table of Contents
4962,2010,02/26/2010,12/31/2008,Products and Services
4962,2010,02/26/2010,12/31/2008,Organizational Changes
4962,2010,02/26/2010,12/31/2008,Spend-Centric Model is Competitive Advantage
4962,2010,02/26/2010,12/31/2008,The American Express Brand
4962,2010,02/26/2010,12/31/2008,GLOBAL NETWORK & MERCHANT SERVICES
4962,2010,02/26/2010,12/31/2008,Global Network Services
4962,2010,02/26/2010,12/31/2008,GNS Arrangements
4962,2010,02/26/2010,12/31/2008,Independent Operator Arrangements
4962,2010,02/26/2010,12/31/2008,Network Card License Arrangements
4962,2010,02/26/2010,12/31/2008,Joint Venture Arrangements
4962,2010,02/26/2010,12/31/2008,GNS Business Highlights
4962,2010,02/26/2010,12/31/2008,Global Merchant Services
4962,2010,02/26/2010,12/31/2008,GLOBAL NETWORK & MERCHANT SERVICESCompetition
4962,2010,02/26/2010,12/31/2008,GLOBAL NETWORK & MERCHANT SERVICESRegulation
4962,2010,02/26/2010,12/31/2008,U.S. CARD SERVICES
4962,2010,02/26/2010,12/31/2008,Consumer and Small Business Services
4962,2010,02/26/2010,12/31/2008,Centurion Bank and AEBFSB as Issuers of Certain Cards
4962,2010,02/26/2010,12/31/2008,Centurion Bank
4962,2010,02/26/2010,12/31/2008,Type of Bank
4962,2010,02/26/2010,12/31/2008,Regulatory Supervision
4962,2010,02/26/2010,12/31/2008,Types of cards issued
4962,2010,02/26/2010,12/31/2008,Marketing methods
4962,2010,02/26/2010,12/31/2008,"Risk-based capital adequacy requirements*, based on Tier One risk-based capital, total risk-based capital and Tier One core capital ratios at December 31, 2009"
4962,2010,02/26/2010,12/31/2008,Charge Cards
4962,2010,02/26/2010,12/31/2008,Revolving Credit Cards
4962,2010,02/26/2010,12/31/2008,Co-brand Cards
4962,2010,02/26/2010,12/31/2008,Co-brand Partnerships with Financial Services Institutions
4962,2010,02/26/2010,12/31/2008,Card Pricing and Account Management
4962,2010,02/26/2010,12/31/2008,Membership Rewards®Program
4962,2010,02/26/2010,12/31/2008,Cardmember Special Services and Programs
4962,2010,02/26/2010,12/31/2008,Card-Issuing BusinessCompetition
4962,2010,02/26/2010,12/31/2008,Financing Activities
4962,2010,02/26/2010,12/31/2008,Deposit Programs
4962,2010,02/26/2010,12/31/2008,Card-Issuing BusinessRegulation
4962,2010,02/26/2010,12/31/2008,American Express Consumer Travel NetworkUSA
4962,2010,02/26/2010,12/31/2008,Consumer Travel NetworkUSACompetition
4962,2010,02/26/2010,12/31/2008,INTERNATIONAL CARD SERVICES
4962,2010,02/26/2010,12/31/2008,International Proprietary Consumer CardCompetition
4962,2010,02/26/2010,12/31/2008,International Proprietary Consumer CardRegulation
4962,2010,02/26/2010,12/31/2008,GLOBAL COMMERCIAL SERVICES
4962,2010,02/26/2010,12/31/2008,Global Commercial Card
4962,2010,02/26/2010,12/31/2008,Global Commercial CardCompetition
4962,2010,02/26/2010,12/31/2008,Global Commercial CardRegulation
4962,2010,02/26/2010,12/31/2008,Global Travel Services
4962,2010,02/26/2010,12/31/2008,Global Travel ServicesCompetition
4962,2010,02/26/2010,12/31/2008,CORPORATE & OTHER
4962,2010,02/26/2010,12/31/2008,Global Prepaid
4962,2010,02/26/2010,12/31/2008,Global PrepaidCompetition
4962,2010,02/26/2010,12/31/2008,Global PrepaidRegulation
4962,2010,02/26/2010,12/31/2008,American Express Publishing
4962,2010,02/26/2010,12/31/2008,Global Services Group
4962,2010,02/26/2010,12/31/2008,World Service
4962,2010,02/26/2010,12/31/2008,Global Business Services
4962,2010,02/26/2010,12/31/2008,Corporate Development
4962,2010,02/26/2010,12/31/2008,Service and Technology Infrastructure
4962,2010,02/26/2010,12/31/2008,Enterprise Growth
4962,2010,02/26/2010,12/31/2008,Fee Services
4962,2010,02/26/2010,12/31/2008,Supervision and RegulationGeneral
4962,2010,02/26/2010,12/31/2008,Banking Regulation
4962,2010,02/26/2010,12/31/2008,Financial Holding Company Status and Activities
4962,2010,02/26/2010,12/31/2008,Activities and Acquisitions
4962,2010,02/26/2010,12/31/2008,Source of Strength
4962,2010,02/26/2010,12/31/2008,Capital Adequacy
4962,2010,02/26/2010,12/31/2008,Proposed Capital and Liquidity Requirements
4962,2010,02/26/2010,12/31/2008,Prompt Corrective Action
4962,2010,02/26/2010,12/31/2008,Transactions between Centurion Bank or AEBFSB and Their Respective Affiliates
4962,2010,02/26/2010,12/31/2008,FDIC Insurance Assessments
4962,2010,02/26/2010,12/31/2008,FDIC Powers upon Insolvency of Insured Depository Institutions
4962,2010,02/26/2010,12/31/2008,Cross-Guarantee Provisions
4962,2010,02/26/2010,12/31/2008,Community Reinvestment Act
4962,2010,02/26/2010,12/31/2008,Privacy and Fair Credit Reporting
4962,2010,02/26/2010,12/31/2008,Anti-Money Laundering Compliance
4962,2010,02/26/2010,12/31/2008,Compensation Practices
4962,2010,02/26/2010,12/31/2008,Foreign Corrupt Practices Act
4962,2010,02/26/2010,12/31/2008,FOREIGN OPERATIONS
4962,2010,02/26/2010,12/31/2008,SALE OF AMERICAN EXPRESS BANK LTD. / DISCONTINUED OPERATIONS
4962,2010,02/26/2010,12/31/2008,SEGMENT INFORMATION AND CLASSES OF SIMILAR SERVICES
4962,2010,02/26/2010,12/31/2008,EXECUTIVE OFFICERS OF THE COMPANY
4962,2010,02/26/2010,12/31/2008,GUIDE 3  STATISTICAL DISCLOSURE BY BANK HOLDING COMPANIES
4962,2010,02/26/2010,12/31/2008,"DISTRIBUTION OF ASSETS, LIABILITIES, AND SHAREHOLDERS EQUITY; INTEREST RATES AND INTEREST DIFFERENTIAL"
4962,2010,02/26/2010,12/31/2008,"Years Ended December 31,"
4962,2010,02/26/2010,12/31/2008,"(Millions, except percentages)"
4962,2010,02/26/2010,12/31/2008,AverageBalance (a)
4962,2010,02/26/2010,12/31/2008,InterestIncome
4962,2010,02/26/2010,12/31/2008,Interest-earning assets
4962,2010,02/26/2010,12/31/2008,Total interest-earning assets (i)
4962,2010,02/26/2010,12/31/2008,Non-interest-earning assets
4962,2010,02/26/2010,12/31/2008,Total non-interest-earning assets
4962,2010,02/26/2010,12/31/2008,Assets of discontinued operations
4962,2010,02/26/2010,12/31/2008,Total assets
4962,2010,02/26/2010,12/31/2008,Percentage of total average assets attributable to non-U.S. activities
4962,2010,02/26/2010,12/31/2008,InterestExpense
4962,2010,02/26/2010,12/31/2008,Interest-bearing liabilities
4962,2010,02/26/2010,12/31/2008,Total interest-bearing liabilities
4962,2010,02/26/2010,12/31/2008,Non-interest-bearing liabilities
4962,2010,02/26/2010,12/31/2008,Total non-interest-bearing liabilities
4962,2010,02/26/2010,12/31/2008,Liabilities of discontinued operations
4962,2010,02/26/2010,12/31/2008,Total liabilities
4962,2010,02/26/2010,12/31/2008,Total liabilities and shareholders equity
4962,2010,02/26/2010,12/31/2008,Percentage of total average liabilities attributable to non-U.S. activities
4962,2010,02/26/2010,12/31/2008,Interest rate spread
4962,2010,02/26/2010,12/31/2008,Net interest income and net average yield on interest-earning assets (d)
4962,2010,02/26/2010,12/31/2008,CHANGES IN NET INTEREST INCOME -VOLUME AND RATE ANALYSIS (a)
4962,2010,02/26/2010,12/31/2008,versus 2008
4962,2010,02/26/2010,12/31/2008,versus 2007
4962,2010,02/26/2010,12/31/2008,Increase (Decrease)due to change in:
4962,2010,02/26/2010,12/31/2008,AverageVolume
4962,2010,02/26/2010,12/31/2008,AverageRate
4962,2010,02/26/2010,12/31/2008,Change in interest income
4962,2010,02/26/2010,12/31/2008,Change in interest expense
4962,2010,02/26/2010,12/31/2008,Change in net interest income
4962,2010,02/26/2010,12/31/2008,INVESTMENT SECURITIES PORTFOLIO
4962,2010,02/26/2010,12/31/2008,"December 31,"
4962,2010,02/26/2010,12/31/2008,Total available-for-sale securities
4962,2010,02/26/2010,12/31/2008,year or less
4962,2010,02/26/2010,12/31/2008,Due after 1
4962,2010,02/26/2010,12/31/2008,Due after 5
4962,2010,02/26/2010,12/31/2008,Total fair value (c)
4962,2010,02/26/2010,12/31/2008,Weighted average yield (d)
4962,2010,02/26/2010,12/31/2008,LOANS AND CARDMEMBER RECEIVABLES PORTFOLIOS
4962,2010,02/26/2010,12/31/2008,Non-U.S. loans
4962,2010,02/26/2010,12/31/2008,Total loans
4962,2010,02/26/2010,12/31/2008,Cardmember receivables
4962,2010,02/26/2010,12/31/2008,U.S. cardmember receivables
4962,2010,02/26/2010,12/31/2008,Non-U.S. cardmember receivables
4962,2010,02/26/2010,12/31/2008,Total cardmember receivables
4962,2010,02/26/2010,12/31/2008,MATURITIES AND SENSITIVITIES TO CHANGES IN INTEREST RATES
4962,2010,02/26/2010,12/31/2008,year (a) (b)
4962,2010,02/26/2010,12/31/2008,years (b) (c)
4962,2010,02/26/2010,12/31/2008,years (c)
4962,2010,02/26/2010,12/31/2008,CARDMEMBER LOAN AND CARDMEMBER RECEIVABLE CONCENTRATIONS
4962,2010,02/26/2010,12/31/2008,Total on-balance sheet
4962,2010,02/26/2010,12/31/2008,Unused lines of credit-individuals (c)
4962,2010,02/26/2010,12/31/2008,RISK ELEMENTS
4962,2010,02/26/2010,12/31/2008,Non-accrual loans (a)
4962,2010,02/26/2010,12/31/2008,Total non-accrual loans
4962,2010,02/26/2010,12/31/2008,Loans contractually 90 days past-due and still accruing interest
4962,2010,02/26/2010,12/31/2008,Total loans contractually 90 days past-due and still accruing interest
4962,2010,02/26/2010,12/31/2008,Restructured loans (c) (d)
4962,2010,02/26/2010,12/31/2008,Total restructured loans
4962,2010,02/26/2010,12/31/2008,Total non-performing loans
4962,2010,02/26/2010,12/31/2008,Restructured cardmember receivables (c) (d)
4962,2010,02/26/2010,12/31/2008,Total restructured cardmember receivables
4962,2010,02/26/2010,12/31/2008,IMPACT OF NON-PERFORMING LOANS ON INTEREST INCOME
4962,2010,02/26/2010,12/31/2008,"Year Ended December 31,"
4962,2010,02/26/2010,12/31/2008,Total interest revenue foregone
4962,2010,02/26/2010,12/31/2008,POTENTIAL PROBLEM RECEIVABLES
4962,2010,02/26/2010,12/31/2008,CROSS-BORDER OUTSTANDINGS
4962,2010,02/26/2010,12/31/2008,"Years EndedDecember 31,"
4962,2010,02/26/2010,12/31/2008,Governmentsand officialinstitutions
4962,2010,02/26/2010,12/31/2008,Banks andotherfinancial
4962,2010,02/26/2010,12/31/2008,institutions
4962,2010,02/26/2010,12/31/2008,Netlocalcountryclaims
4962,2010,02/26/2010,12/31/2008,cross-border
4962,2010,02/26/2010,12/31/2008,outstandings
4962,2010,02/26/2010,12/31/2008,Cross-bordercommitments (b)
4962,2010,02/26/2010,12/31/2008,Totalexposure
