cik,filingyear,filingdate,reportingdate,rfdtitle
1800,2018,,2018-12-31,Abbott cannot predict with certainty the timing or impact of the introduction of competitors' products.
1800,2018,,2018-12-31,"The manufacture of many of Abbott's products is a highly exacting and complex process, due in part to strict regulatory requirements."
1800,2018,,2018-12-31,"In addition, single suppliers are currently used for certain products and materials."
1800,2018,,2018-12-31,"If problems arise during the production of a lot or batch of product, those products may
have to be discarded."
1800,2018,,2018-12-31,"If problems are not discovered before the product is released to the market, recall and product liability costs may also be incurred."
1800,2018,,2018-12-31,"To
the extent Abbott or one of its suppliers experiences significant
manufacturing problems, this could have a material adverse effect on Abbott's revenues and profitability."
1800,2018,,2018-12-31,"Significant safety concerns could arise for Abbott's products, which could have a material adverse effect on
Abbott's revenues and financial condition."
1800,2018,,2018-12-31,Health care products typically receive regulatory approval based on data obtained in controlled clinical trials of limited duration.
1800,2018,,2018-12-31,"Following
regulatory approval, these products will be used over longer periods of time in many patients."
1800,2018,,2018-12-31,"Investigators may also conduct additional, and perhaps more extensive, 12 studies."
1800,2018,,2018-12-31,"If new safety issues are reported, Abbott may be required to amend the conditions of use for a product."
1800,2018,,2018-12-31,"For example, Abbott may be required to provide additional warnings on a product's label
or narrow its approved intended use, either of which could reduce the product's market acceptance."
1800,2018,,2018-12-31,"If serious safety issues arise with an Abbott product, sales of the product could be halted by Abbott
or by regulatory authorities."
1800,2018,,2018-12-31,Safety issues affecting suppliers' or competitors' products also may reduce the market acceptance of Abbott's products.
1800,2018,,2018-12-31,"Consequences may also include additional costs, a decrease in market share for the products, lower income or exposure to other claims."
1800,2018,,2018-12-31,Product liability losses are self-insured.
1800,2018,,2018-12-31,"Product
liability claims could have a material adverse effect on Abbott's profitability and financial condition."
1800,2018,,2018-12-31,"Fluctuation in foreign currency exchange rates may adversely affect our financial statements and Abbott's
ability to realize projected sales and earnings."
1800,2018,,2018-12-31,Although Abbott's financial statements are denominated in U.
1800,2018,,2018-12-31,"Abbott's revenues and costs are realized in
other currencies."
1800,2018,,2018-12-31,Sales outside of the United States in 2017 made up approximately 65 percent of Abbott's net sales.
1800,2018,,2018-12-31,Abbott's profitability is affected by movement of the U.
1800,2018,,2018-12-31,Fluctuations in exchange rates between the U.
1800,2018,,2018-12-31,"Abbott's assets and liabilities, as well as its cash flows."
1800,2018,,2018-12-31,"Some
foreign currencies are subject to government exchange controls."
1800,2018,,2018-12-31,"A discussion of the steps taken to mitigate the impact of foreign exchange is
contained in Item 7A, Quantitative and Qualitative Disclosures about Market Risk in Abbott's 2017 Form 10-K."
1800,2018,,2018-12-31,"Information on Abbott's hedging arrangements is contained in Note 11
to the consolidated financial statements in this report."
1800,2018,,2018-12-31,"Deterioration in the economic condition and credit quality of certain countries may negatively affect
Abbott's results of operations."
1800,2018,,2018-12-31,Unfavorable economic conditions in certain countries may increase the time it takes to collect outstanding trade receivables.
1800,2018,,2018-12-31,"Financial
instability and fiscal deficits in these countries may result in additional austerity measures to reduce costs, including health care."
1800,2018,,2018-12-31,"The international nature of Abbott's business subjects it to additional business risks that may cause its
revenue and profitability to decline."
1800,2018,,2018-12-31,Abbott's business is subject to risks associated with managing a global supply chain and doing business internationally.
1800,2018,,2018-12-31,"Sales outside of the
United States in 2017 made up
approximately 65 percent of Abbott's net sales."
1800,2018,,2018-12-31,Bribery Act.
1800,2018,,2018-12-31,"Events
contemplated by these risks may, individually or in the aggregate, have a material adverse effect on Abbott's revenues and profitability."
1800,2018,,2018-12-31,Other factors can have a material adverse effect on Abbott's future profitability and financial condition.
1800,2018,,2018-12-31,"CAUTIONARY STATEMENT REGARDING FORWARD-LOOKING STATEMENTS This Form 10-K contains forward-looking statements that are based on management's current expectations, estimates, and projections."
1800,2018,,2018-12-31,"Certain factors, including but not limited to those identified under ""Item 1A."
1800,2018,,2018-12-31,"Risk Factors"" of this Form 10-K, may cause actual results to differ materially from current
expectations, estimates, projections, forecasts, and from past results."
1800,2018,,2018-12-31,"Abbott undertakes no obligation to release publicly any revisions to forward-looking statements as the result of subsequent
events or developments, except as required by law."
1031296,2016,,2016-12-31,"Management’s Discussion and Analysis of Financial Condition and Results of Operations, and (c) other factors discussed herein and in other filings with the SEC by the Registrants."
1031296,2016,,2016-12-31,"Readers are cautioned not to place undue reliance on these forward-looking statements, which apply only as of the date of this Form 10-K."
1031296,2016,,2016-12-31,"Neither of the Registrants undertake any obligation to update these statements, except as required by law."
1031296,2016,,2016-12-31,TABLE OF CONTENTS Page Glossary of Terms iii Part I.
1031296,2017,2016-10-28,2017-12-31,"Management’s Discussion and Analysis of Financial Condition and Results of Operations, and (c) other factors discussed herein and in other filings with the SEC by the Registrants."
1031296,2017,2016-10-28,2017-12-31,"Readers are cautioned not to place undue reliance on these forward-looking statements, which apply only as of the date of this Form 10-K."
1031296,2017,2016-10-28,2017-12-31,"Neither of the Registrants undertake any obligation to update these statements, except as required by law."
1031296,2017,2016-10-28,2017-12-31,TABLE OF CONTENTS Page Glossary of Terms iii Part I.
1031296,2018,,2018-12-31,"Management’s Discussion and Analysis of Financial Condition and Results of Operations, and (c) other factors discussed herein and in other filings with the SEC by the Registrants."
1031296,2018,,2018-12-31,"Readers are cautioned not to place undue reliance on these forward-looking statements, which apply only as of the date of this Form 10-K."
1031296,2018,,2018-12-31,"Neither of the Registrants undertake any obligation to update these statements, except as required by law."
1031296,2018,,2018-12-31,TABLE OF CONTENTS Page Glossary of Terms iii Part I.
